post_id_x,topic_id,date,comment_text,pos,neg,neu,sentiment_label,post_platform_id,post_hashtag_id,post_content,post_comments,post_shares,post_likes
1316495079839420,3342,2025-10-03 17:43:42+00:00,သူ ရ maybe you'll learn some manners. We shall see...,26.17,7.97,65.86,neutral,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,3343,2025-10-28 16:50:34+00:00,HBD Gullit🎖️,82.37,8.5,9.12,positive,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,3344,2025-10-31 10:32:08+00:00,Happy birthday to a legend Ruud Gullit 🙌,83.21,8.4,8.4,positive,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,44096,2025-10-29 22:48:15+00:00,Proficiat!,52.1,7.63,40.27,positive,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,26655,2025-10-13 15:45:04+00:00,Gefeliciteerd!!!,69.97,8.01,22.03,positive,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,12530,2025-10-19 18:28:43+00:00,van harte gefeliciteerd,22.45,11.01,66.55,neutral,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,3348,2025-10-01 06:40:42+00:00,Van 🎈Harte🎂 Gefeliciteerd⚽️ Ruud 🎵🧡🤍🎶,68.47,7.88,23.65,positive,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,10976,2025-10-07 02:38:09+00:00,"If I were in the Netherlands, I would bomb and kill the PSV player who is destroying the game of football.",8.38,79.51,12.11,negative,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,34956,2025-10-27 15:48:32+00:00,"Friends from the Netherlands, if you are happy to see PSV players, you should kill PSV players because they have cheated on your bets.",8.01,67.43,24.56,negative,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,3351,2025-10-15 00:33:09+00:00,Stop selling matches,7.74,60.23,32.03,negative,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316495079839420,3352,2025-10-16 09:18:22+00:00,Fools Telstar will get u,7.86,63.04,29.1,negative,1,,A legend was born on this day in 1962 🙌,45,19.0,557
1316581023164159,3397,2025-10-19 05:21:23+00:00,🍀🍀🤞🏼🤞🏼,83.05,8.48,8.48,positive,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3398,2025-10-25 22:12:57+00:00,"Ik gun ze om te spelen maar wil ze ook graag ongeblesseerd terug zien komen!!
Succes!!",66.9,7.94,25.17,positive,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3399,2025-10-01 05:34:20+00:00,Totaal onbelangrijk die nationale teams.,15.79,17.39,66.82,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3400,2025-10-06 20:56:53+00:00,Hopelijk geen blessures 🍀,82.35,8.5,9.15,positive,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3401,2025-10-30 07:24:13+00:00,Wendy Vogels hmmmm wij denken hetzelfde,17.13,8.2,74.67,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3402,2025-10-15 14:54:08+00:00,"Wendy Vogels Rogier Donker If I were in the Netherlands, I would bomb and kill the PSV player who is destroying the game of football.",8.15,74.31,17.54,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3403,2025-10-12 07:58:56+00:00,Wendy Vogels May the entire PSV team die in a car accident.,8.19,75.46,16.35,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3404,2025-10-31 08:36:43+00:00,"Ik hoop dat hij op de bank zit,  kan hij ook niet geblesseerd raken,  september is een belangrijke maand voor psv",24.16,8.51,67.33,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3405,2025-10-09 09:13:52+00:00,Amaai veel internationals,14.12,12.41,73.47,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3406,2025-10-04 22:00:27+00:00,Good luck to them before they come back to continue selling games..,68.65,7.92,23.43,positive,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3407,2025-10-07 22:52:53+00:00,Return without injuries pls,33.16,13.35,53.49,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,7271,2025-10-05 22:28:05+00:00,May the entire PSV team die in a car accident.,8.32,78.18,13.5,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,10976,2025-10-19 02:43:10+00:00,"If I were in the Netherlands, I would bomb and kill the PSV player who is destroying the game of football.",8.38,79.51,12.11,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3410,2025-10-24 02:17:55+00:00,သူ ရ what is your problem?,7.62,46.94,45.44,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3411,2025-10-03 21:13:44+00:00,Jerry Otten psv fix matches alot,20.0,12.24,67.76,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3906,2025-10-08 19:56:36+00:00,Umolaojo Angela Sani May the entire PSV team die in a car accident.,8.23,76.54,15.23,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3413,2025-10-21 14:16:41+00:00,Jerry Otten May the entire PSV team die in a car accident.,8.19,75.39,16.41,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3414,2025-10-23 10:07:56+00:00,Umolaojo Angela Sani sure... 🤣 Can you prove it? 🤔,13.45,20.81,65.73,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3415,2025-10-25 23:51:07+00:00,Jerry Otten,15.99,11.65,72.35,neutral,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3416,2025-10-08 21:57:38+00:00,"သူ ရ tThat's no proof, Ajax almost lost from them too. Just in the last minutes Ajax scores and became it a draw.",7.63,48.53,43.84,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3417,2025-10-05 22:37:30+00:00,Jerry Otten PSV's shameless loss to a team that can easily score half a dozen goals is a shameful blow to the team. PSV is a lowly team.,8.31,78.39,13.3,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3418,2025-10-26 18:53:55+00:00,Jerry Otten A lower-class club that exchanges Guthika for money,7.6,48.96,43.44,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,7289,2025-10-17 12:13:39+00:00,"PSV players who lack sportsmanship should be punished with death. They should be punished with bombs, killings, and shootings.",8.41,80.53,11.05,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,34956,2025-10-28 16:04:48+00:00,"Friends from the Netherlands, if you are happy to see PSV players, you should kill PSV players because they have cheated on your bets.",8.01,67.43,24.56,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,35037,2025-10-04 21:57:21+00:00,Useless team,8.09,71.27,20.64,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3423,2025-10-13 09:09:02+00:00,Still useless 🖕🖕🖕,8.37,79.22,12.41,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1316581023164159,3423,2025-10-23 19:30:18+00:00,Still useless 🖕🖕🖕,8.37,79.22,12.41,negative,1,,Proudly representing. Go shine this week! ✨,34,18.0,450
1310400437115551,3519,2025-10-02 19:57:18+00:00,Super dat je gisteren in het 1e mee mocht doen. Op naar veel meer wedstrijden💪🏽🍀,80.27,8.4,11.34,positive,1,382.0,"Een PSV’er in hart en nieren, die zijn eigen jongensboek schrijft. Trots dat je je dromen waarmaakt, Joël! 🥰

#CreatingStarsTogether",5,10.0,757
1310400437115551,3520,2025-10-04 11:21:18+00:00,hoop dat je je goed in het 1E elftal weet te spelen zodat we meer van je kunnen genieten dus succes Joël,38.54,8.46,53.0,neutral,1,382.0,"Een PSV’er in hart en nieren, die zijn eigen jongensboek schrijft. Trots dat je je dromen waarmaakt, Joël! 🥰

#CreatingStarsTogether",5,10.0,757
1310400437115551,3521,2025-10-26 03:11:45+00:00,"Beste joel vond je geweldig invallen
Je wordt een grote speler dat zie je direct",42.87,8.48,48.64,neutral,1,382.0,"Een PSV’er in hart en nieren, die zijn eigen jongensboek schrijft. Trots dat je je dromen waarmaakt, Joël! 🥰

#CreatingStarsTogether",5,10.0,757
1396662745798242,43591,2025-10-29 04:47:40+00:00,📺 Live te zien op ESPN 1,14.04,8.28,77.69,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3529,2025-10-05 00:51:27+00:00,Leon,34.67,10.33,55.0,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3524,2025-10-29 15:38:53+00:00,Let’s do it. Good luck ladies!,83.12,8.44,8.44,positive,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3525,2025-10-18 23:51:09+00:00,Helaas 4-0 kansloos verloren...,13.57,10.27,76.16,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3526,2025-10-21 15:44:08+00:00,Succes allemaal ladies,64.62,7.89,27.49,positive,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3527,2025-10-18 01:09:54+00:00,Jacqueline Schwanthaler why ik hart for sport & music ik bepaal,19.57,10.27,70.16,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3528,2025-10-27 08:37:03+00:00,Schit heey  4 -- 0  achter enschede,10.63,13.48,75.88,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3529,2025-10-16 05:03:04+00:00,Leon,34.67,10.33,55.0,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3530,2025-10-08 21:56:58+00:00,Foto’s,18.26,9.36,72.38,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3531,2025-10-28 14:29:30+00:00,Succes dames om 12 uur.,57.71,7.74,34.55,positive,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3532,2025-10-19 14:06:23+00:00,Ai,32.1,15.76,52.13,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3533,2025-10-28 19:01:35+00:00,Dienie Schlenter Grenda nee is normal le foto hoor,21.31,12.13,66.56,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1396662745798242,3534,2025-10-13 18:18:52+00:00,Leon Roelen ik wist de uitslag en bedoelde ai  jammer dat ze verloren hebben.😗,28.29,7.9,63.8,neutral,1,408.0,"All set for the big stage 🔥

#MNUPSV #UWCL",18,13.0,142
1314440713378190,6240,2025-10-15 06:15:14+00:00,Veerman houdoe en bedankt!,33.54,7.8,58.66,neutral,1,420.0,"#PSVTEL🎙

Tune over 5 minuten in voor de persconferentie: psv.nl/play 🔗",6,5.0,254
1314440713378190,3536,2025-10-22 03:31:59+00:00,Ga weg gast !! 2-0 verliezen van telstar !!,43.05,7.6,49.35,neutral,1,420.0,"#PSVTEL🎙

Tune over 5 minuten in voor de persconferentie: psv.nl/play 🔗",6,5.0,254
1314440713378190,3537,2025-10-13 06:05:57+00:00,Q Anh Nguyen Hou je bij je eigen club,12.09,8.53,79.37,neutral,1,420.0,"#PSVTEL🎙

Tune over 5 minuten in voor de persconferentie: psv.nl/play 🔗",6,5.0,254
1314440713378190,3538,2025-10-04 23:01:29+00:00,Philippe Bonnard ce mec est incroyable dans les paris sportifs suivez le 🇫🇷⚽⚽⚽,25.37,11.46,63.17,neutral,1,420.0,"#PSVTEL🎙

Tune over 5 minuten in voor de persconferentie: psv.nl/play 🔗",6,5.0,254
1314440713378190,3539,2025-10-13 18:41:10+00:00,Perso  je préfère suivre 👉Philippe Bonnard sur Télégramme ce gars est énorme dans les paris sportifs 🔥🔥🚀🇫🇷,52.65,7.6,39.76,positive,1,420.0,"#PSVTEL🎙

Tune over 5 minuten in voor de persconferentie: psv.nl/play 🔗",6,5.0,254
1314766196678975,33415,2025-10-14 12:21:50+00:00,Super,58.06,9.09,32.85,positive,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3541,2025-10-06 10:51:06+00:00,Успех.ПСв,14.99,14.04,70.98,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3542,2025-10-28 10:04:50+00:00,Bovenaan !!! 👍👍👍,83.04,8.48,8.48,positive,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,40148,2025-10-09 17:12:09+00:00,Geweldig,23.35,11.46,65.19,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3544,2025-10-13 14:36:33+00:00,🇨🇩🇨🇩🇨🇩🇨🇩,23.47,10.74,65.79,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3545,2025-10-18 01:19:20+00:00,"👕PSV Thuis/Uit/3de
💶 S/M/L/XL €25
💶 Kids(met broekje) 110 T/M 164 €30
🔟 Bedrukking naar keuze +€5
📋 Bericht voor bestelling/info",10.43,9.74,79.83,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3546,2025-10-12 04:31:16+00:00,"You did a great job, we really didn't realize what you did... the right people will catch you.",81.63,8.54,9.83,positive,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,6270,2025-10-17 04:20:05+00:00,just a team that fixes matches 🤮🤮🤮🤮🤮🤮🤮,8.33,78.8,12.88,negative,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3548,2025-10-28 13:04:25+00:00,De Jong???,11.16,9.25,79.59,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3549,2025-10-20 18:11:44+00:00,Sphamandla M Ntombelarh wie?,11.95,9.57,78.48,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1314766196678975,3550,2025-10-16 05:43:44+00:00,Sphamandla M Ntombelarh Robin van duiven,18.41,8.58,73.01,neutral,1,406.0,"WWWW 😍

#JPSJAZ",17,12.0,586
1311588960330032,3551,2025-10-26 22:04:58+00:00,Esmir on Fire 🇧🇦💪,80.38,8.4,11.22,positive,1,418.0,"The tide has turned in the second half 🌊

#PSVGRO",8,15.0,389
1311588960330032,3552,2025-10-07 23:55:45+00:00,#eindhoven 💡💡💡💡💯,43.81,7.65,48.54,neutral,1,418.0,"The tide has turned in the second half 🌊

#PSVGRO",8,15.0,389
1311588960330032,3553,2025-10-24 05:57:01+00:00,💡💡💡💡💡,35.6,15.03,49.38,neutral,1,418.0,"The tide has turned in the second half 🌊

#PSVGRO",8,15.0,389
1396703699127480,3794,2025-10-01 01:03:38+00:00,Very nice wonen. And theetuin van plaat also very good soccer. Not as good as manutd. But they wel be better.,82.2,8.52,9.27,positive,1,408.0,"Time to light it up 💡✨

#MNUPSV #UWCL",2,8.0,108
1396703699127480,43347,2025-10-03 17:00:16+00:00,Fantastic,81.0,8.47,10.52,positive,1,408.0,"Time to light it up 💡✨

#MNUPSV #UWCL",2,8.0,108
1311198603702401,3892,2025-10-08 05:44:08+00:00,Be the best for PSV!!!!,83.06,8.47,8.47,positive,1,,Your messages to Paul 📲🥰,9,8.0,518
1311198603702401,3893,2025-10-30 02:05:19+00:00,Veel succes bij deze mooie club  laat maar zien wat je kunt,39.4,8.29,52.31,neutral,1,,Your messages to Paul 📲🥰,9,8.0,518
1311198603702401,3894,2025-10-05 19:55:11+00:00,Welcome to the best team of the Netherlands,83.16,8.42,8.42,positive,1,,Your messages to Paul 📲🥰,9,8.0,518
1311198603702401,3895,2025-10-14 18:58:39+00:00,GENTI jullie hebben nog wat werk te doen 🙊,16.92,17.05,66.02,neutral,1,,Your messages to Paul 📲🥰,9,8.0,518
